# Temp_mean_R,Temp_mean_S, mass_mean, normalized_mass_mean, masslossrate_mean, normlized_masslossrate_mean, reacr_mean
4.500000000000000000e+01, 4.549307500000000459e+01, 9.576432500000001014e+00, 9.949827124885940455e-01, -4.627500000000672742e-03, -4.807930826058281863e-04, 1.602643608685783150e-04
4.533330000000000126e+01, 4.582552499999999895e+01, 9.574877499999999486e+00, 9.948211493889824730e-01, -4.683750000002540048e-03, -4.866374069488798638e-04, 1.622124689829584909e-04
4.566669999999999874e+01, 4.615492499999999865e+01, 9.573309999999999320e+00, 9.946582875506281285e-01, -4.724999999996981614e-03, -4.909232447997313644e-04, 1.636410815999411739e-04
4.600000000000000000e+01, 4.648054999999999382e+01, 9.571727500000001498e+00, 9.944938672257825907e-01, -4.803749999997997122e-03, -4.991052988798375589e-04, 1.663684329599735001e-04
4.633330000000000126e+01, 4.681289999999999907e+01, 9.570107500000000655e+00, 9.943255506847081815e-01, -4.908750000002015668e-03, -5.100147043202561290e-04, 1.700049014400906167e-04
4.666669999999999874e+01, 4.714687499999999432e+01, 9.568455000000000155e+00, 9.941538574229024094e-01, -4.961250000000028137e-03, -5.154694070400500563e-04, 1.718231356799826415e-04
4.700000000000000000e+01, 4.747139999999999560e+01, 9.566800000000000637e+00, 9.939819044133482162e-01, -5.002499999999798774e-03, -5.197552448914552047e-04, 1.732517482971318579e-04
4.733330000000000126e+01, 4.779909999999999570e+01, 9.565120000000000289e+00, 9.938073539263081457e-01, -5.092500000001720650e-03, -5.291061638402271916e-04, 1.763687212800735260e-04
4.766669999999999874e+01, 4.812914999999999566e+01, 9.563404999999999490e+00, 9.936291669707880692e-01, -5.223750000000748628e-03, -5.427429206401274218e-04, 1.809143068800533882e-04
4.800000000000000000e+01, 4.846055000000000490e+01, 9.561637499999999790e+00, 9.934455253125480390e-01, -5.302499999999099600e-03, -5.509249747199569279e-04, 1.836416582399746922e-04
4.833330000000000126e+01, 4.879087499999999977e+01, 9.559870000000000090e+00, 9.932618836543081198e-01, -5.328750000002102638e-03, -5.536523260802691951e-04, 1.845507753600594825e-04
4.866669999999999874e+01, 4.912000000000000455e+01, 9.558084999999998388e+00, 9.930764237618279200e-01, -5.407500000000453610e-03, -5.618343801600985928e-04, 1.872781267200362976e-04
4.900000000000000000e+01, 4.944409999999999883e+01, 9.556264999999999787e+00, 9.928873274008680472e-01, -5.534999999998291287e-03, -5.750815153370179237e-04, 1.916938384456945421e-04
4.933330000000000126e+01, 4.977537499999999682e+01, 9.554394999999999527e+00, 9.926930360849365309e-01, -5.602499999998400426e-03, -5.820947045484585426e-04, 1.940315681828175265e-04
4.966669999999999874e+01, 5.010644999999999527e+01, 9.552530000000000854e+00, 9.924992642645024121e-01, -5.617499999997832560e-03, -5.836531910398282206e-04, 1.945510636799374637e-04
5.000000000000000000e+01, 5.042909999999999116e+01, 9.550650000000000972e+00, 9.923039339575766560e-01, -5.666250000002648335e-03, -5.887182721374718559e-04, 1.962394240458409378e-04
5.033330000000000126e+01, 5.075894999999999868e+01, 9.548752499999999088e+00, 9.921067854164107302e-01, -5.774999999999863576e-03, -6.000172992000407180e-04, 2.000057664000021163e-04
5.066669999999999874e+01, 5.108460000000000178e+01, 9.546800000000001063e+00, 9.919039224247766517e-01, -5.853749999998214548e-03, -6.081993532798701156e-04, 2.027331177599789314e-04
5.100000000000000000e+01, 5.141084999999999638e+01, 9.544850000000000279e+00, 9.917013191808907724e-01, -5.876250000000027285e-03, -6.105370830172015921e-04, 2.035123610057421040e-04
5.133330000000000126e+01, 5.174389999999999645e+01, 9.542882500000001045e+00, 9.914968977027651675e-01, -5.940000000001610658e-03, -6.171606506059381086e-04, 2.057202168686544930e-04
5.166669999999999874e+01, 5.206804999999999950e+01, 9.540889999999999205e+00, 9.912898787471534634e-01, -6.045000000002964669e-03, -6.280700560460797735e-04, 2.093566853487160984e-04
